predicted_label,true_label,batch,aligned_predicted_label,umap_1,umap_2,cell_index,scraw_reconstruction_weight
0,unknown,unknown,8,-10.584717,14.144107,0,3.0590591430664062
3,1,1,1,17.386059,-7.314482,1,1.123892307281494
3,1,1,1,17.441454,-7.672175,2,0.9837443232536316
3,1,1,1,17.63123,-6.878762,3,1.643536925315857
3,1,1,1,17.825861,-7.154919,4,1.2413737773895264
3,1,1,1,17.39949,-7.34249,5,1.090116024017334
3,1,1,1,17.647217,-7.5510583,6,1.541007161140442
3,1,1,1,17.52792,-7.341233,7,1.045740008354187
3,1,1,1,18.075253,-7.137144,8,1.2213668823242188
3,1,1,1,17.868683,-7.122329,9,1.446796417236328
3,1,1,1,17.859581,-7.462432,10,1.0423201322555542
3,1,1,1,18.073753,-7.361963,11,1.2541903257369995
3,1,1,1,17.774231,-7.859534,12,1.5373095273971558
3,1,1,1,17.343777,-7.7315035,13,1.4586032629013062
3,1,1,1,18.12953,-7.2904887,14,2.079357624053955
3,1,1,1,17.228035,-7.5787244,15,1.6551836729049685
3,1,1,1,17.583107,-6.501062,16,1.5489071607589722
3,1,1,1,18.18731,-7.2298517,17,1.7758216857910156
3,1,1,1,18.0452,-7.334763,18,1.9509806632995603
3,1,1,1,17.930151,-7.9017687,19,2.0504612922668457
3,1,1,1,17.639908,-6.958309,20,1.0005872249603271
3,1,1,1,17.320782,-7.6319313,21,1.003839373588562
3,1,1,1,18.019108,-7.462301,22,1.1438277959823608
3,1,1,1,17.896223,-7.923933,23,1.11873197555542
3,1,1,1,17.635593,-7.0238805,24,0.904599130153656
3,1,1,1,17.240194,-7.703112,25,1.186985731124878
3,1,1,1,17.795124,-7.8536305,26,1.021336317062378
3,1,1,1,17.72402,-6.6478167,27,1.2670129537582395
3,1,1,1,17.83025,-6.7836313,28,0.9508160352706908
3,1,1,1,17.409561,-7.1941023,29,1.1257705688476562
3,1,1,1,17.707054,-6.8077545,30,1.0400986671447754
3,1,1,1,17.636232,-7.9853187,31,0.9921159148216248
3,1,1,1,17.846231,-6.862964,32,0.9925581216812134
3,1,1,1,17.517588,-7.5410094,33,0.7808264493942261
3,1,1,1,18.336023,-7.225473,34,1.0169038772583008
3,1,1,1,18.36581,-7.290829,35,0.902140736579895
3,1,1,1,17.510427,-7.300841,36,0.9595917463302612
3,1,1,1,17.866528,-6.7704773,37,0.8719852566719055
3,1,1,1,17.459543,-6.8598022,38,0.8662610650062561
3,1,1,1,17.470913,-7.468852,39,1.188857078552246
3,1,1,1,18.055014,-7.5322833,40,1.0159817934036257
3,1,1,1,17.566122,-6.71986,41,0.9322909116744996
3,1,1,1,17.612637,-7.1721463,42,0.986664652824402
3,1,1,1,17.950512,-6.9510117,43,0.9549872279167176
3,1,1,1,17.401651,-7.399133,44,0.9067134261131288
3,1,1,1,17.390022,-7.565077,45,0.9316190481185912
3,1,1,1,17.933178,-7.038856,46,0.8190536499023438
3,1,1,1,17.889166,-7.304877,47,0.9978810548782348
3,1,1,1,17.393324,-7.2029405,48,0.9625416994094848
3,1,1,1,17.356325,-7.5054374,49,0.9321288466453552
3,1,1,1,18.049528,-7.6557636,50,0.8699144721031189
3,1,1,1,17.220121,-7.422625,51,0.8249256610870361
3,1,1,1,17.81561,-6.918152,52,0.9185099601745604
3,1,1,1,17.488256,-7.0241094,53,0.8038550019264221
3,1,1,1,17.459013,-7.867799,54,0.9522616863250732
3,1,1,1,17.984966,-7.118612,55,0.8799720406532288
3,1,1,1,18.164429,-7.2533937,56,0.9964482188224792
3,1,1,1,17.45287,-7.9276657,57,0.8184670805931091
3,1,1,1,18.029364,-7.0202165,58,0.9936712980270386
3,1,1,1,17.420052,-7.342378,59,1.014841079711914
3,1,1,1,17.649738,-6.734205,60,1.5549482107162476
3,1,1,1,17.367704,-7.406169,61,1.393654704093933
3,1,1,1,17.885748,-7.041903,62,1.1000839471817017
3,1,1,1,17.615543,-6.6763105,63,1.7942893505096436
3,1,1,1,17.470505,-7.2824774,64,1.0532138347625732
3,1,1,1,17.706793,-6.7042346,65,1.4354289770126345
3,1,1,1,18.275112,-7.069385,66,0.8388391137123108
3,1,1,1,17.756742,-6.7657495,67,1.2105427980422974
3,1,1,1,17.733551,-7.0742526,68,1.0829142332077026
3,1,1,1,17.71427,-7.8173256,69,1.0156372785568235
3,1,1,1,17.969448,-6.8498898,70,0.9592838287353516
3,1,1,1,18.219807,-7.56529,71,1.0455236434936523
3,1,1,1,17.693483,-6.6693797,72,0.9871671795845032
3,1,1,1,17.547274,-6.904824,73,1.0910154581069946
3,1,1,1,18.170643,-7.178872,74,1.4673186540603638
3,1,1,1,17.532434,-7.0093646,75,0.8931676745414734
3,1,1,1,17.676317,-6.632745,76,0.896510660648346
3,1,1,1,17.63662,-7.1381054,77,0.9135100841522216
3,1,1,1,17.986517,-7.7600856,78,0.8899993896484375
3,1,1,1,17.494783,-6.8103175,79,0.776783287525177
3,1,1,1,17.444107,-7.112758,80,0.8320988416671753
3,1,1,1,17.259949,-7.703633,81,0.8852041363716125
3,1,1,1,17.439987,-7.7865715,82,0.878177285194397
3,1,1,1,17.413013,-7.1510715,83,0.9398356080055236
3,1,1,1,17.504843,-7.2806,84,1.0619893074035645
3,1,1,1,17.455097,-7.562297,85,0.9282947778701782
3,1,1,1,17.451914,-7.3914714,86,1.2358427047729492
3,1,1,1,17.718195,-7.571607,87,0.8670601844787598
3,1,1,1,17.92932,-7.695219,88,1.059356451034546
3,1,1,1,18.256823,-7.3130894,89,0.8711298108100891
3,1,1,1,17.81477,-7.6453605,90,0.9198563098907472
3,1,1,1,17.546268,-7.2464824,91,0.8666840195655823
3,1,1,1,18.149483,-7.122633,92,1.3609613180160522
3,1,1,1,17.513815,-7.1838946,93,0.9641864895820618
3,1,1,1,17.956244,-6.9167237,94,0.956897795200348
3,1,1,1,17.72204,-8.033745,95,1.3936933279037476
3,1,1,1,17.96376,-7.410971,96,1.496932029724121
3,1,1,1,17.324566,-7.556994,97,0.9518578052520752
3,1,1,1,17.680607,-7.157256,98,1.9189600944519043
3,1,1,1,17.583628,-6.4753,99,1.8663731813430784
3,1,1,1,17.47019,-7.2549286,100,2.125306367874145
3,1,1,1,17.404972,-6.7525387,101,2.02292799949646
3,1,1,1,17.245644,-7.6238894,102,1.9984519481658936
3,1,1,1,17.277962,-7.322708,103,2.1031839847564697
3,1,1,1,18.321657,-7.641054,104,2.006086826324463
3,1,1,1,17.154161,-7.5984936,105,2.0098578929901123
3,1,1,1,18.31366,-7.6472287,106,1.9310969114303589
3,1,1,1,17.556915,-7.8412895,107,1.9922839403152464
0,1,1,8,-10.690282,14.038001,108,2.938446521759033
3,1,1,1,17.264788,-7.539358,109,1.8566166162490845
3,1,1,1,17.795536,-7.055123,110,1.9354194402694704
3,1,1,1,17.979883,-6.944285,111,1.5210069417953491
3,1,1,1,17.386303,-7.7920504,112,1.6362675428390503
3,1,1,1,17.720495,-6.5650296,113,1.6976503133773804
3,1,1,1,17.209118,-7.639509,114,1.4936774969100952
3,1,1,1,17.784906,-7.957217,115,1.412533402442932
2,1,1,unknown,1.0334262,-8.970121,116,2.0568175315856934
3,1,1,1,17.636345,-7.8324065,117,1.5745645761489868
8,1,1,2,1.0730674,14.37707,118,1.6855674982070925
3,1,1,1,17.746414,-7.805031,119,1.718733310699463
3,1,1,1,18.355473,-7.518036,120,1.9115796089172363
3,1,1,1,17.785515,-6.6501045,121,1.482154130935669
3,1,1,1,17.673,-7.3964934,122,1.7956836223602295
3,1,1,1,17.671482,-7.014096,123,1.4968385696411133
3,1,1,1,18.36625,-7.2129607,124,1.9430221319198608
3,1,1,1,17.759043,-6.927298,125,1.6209430694580078
3,1,1,1,17.754232,-7.4111147,126,2.1031839847564697
3,1,1,1,17.580095,-7.9378085,127,1.6279244422912598
8,1,1,2,1.1424767,14.357161,128,1.5176180601119995
3,1,1,1,18.205088,-7.4689603,129,1.4598286151885986
4,1,1,7,13.310832,10.767631,130,1.3766920566558838
3,1,1,1,17.506372,-6.827586,131,1.23413348197937
3,1,1,1,17.85622,-7.1283665,132,1.4648027420043943
3,1,1,1,17.841618,-6.940304,133,1.429039716720581
8,1,1,2,1.1690867,14.533,134,1.3650178909301758
3,1,1,1,17.775078,-6.9197598,135,1.8340319395065308
3,1,1,1,17.908108,-7.6844044,136,1.4143850803375244
3,1,1,1,17.270704,-7.4244933,137,1.1309539079666138
3,1,1,1,17.558493,-7.6301637,138,1.1241211891174316
3,1,1,1,17.876482,-7.326568,139,1.050678253173828
3,1,1,1,17.801725,-7.87781,140,1.985356092453003
3,1,1,1,18.278502,-7.471048,141,1.85511326789856
3,1,1,1,17.517735,-7.2723103,142,0.8070445656776428
3,1,1,1,17.706348,-7.9479723,143,1.1764428615570068
3,1,1,1,17.5636,-7.003314,144,1.1422135829925537
8,1,1,2,1.183393,14.50544,145,1.5228934288024902
3,1,1,1,18.240568,-7.3173423,146,1.9117835760116575
3,1,1,1,17.676313,-8.055784,147,1.9398751258850095
3,1,1,1,17.703411,-7.480392,148,1.746936321258545
3,1,1,1,18.337168,-7.4726005,149,1.671467661857605
3,1,1,1,18.081985,-6.8762074,150,1.336719036102295
3,1,1,1,17.773518,-6.617961,151,0.8659628033638
3,1,1,1,18.07119,-6.99482,152,1.413028597831726
3,1,1,1,17.197807,-7.6960244,153,0.8318750262260437
3,1,1,1,17.4197,-7.3726993,154,0.8273686170578003
3,1,1,1,17.368654,-7.4260445,155,0.9513923525810242
3,1,1,1,17.444712,-7.4156218,156,0.7777484655380249
3,1,1,1,17.484497,-6.7031794,157,0.932388186454773
3,1,1,1,17.494297,-7.172837,158,0.8311394453048706
3,1,1,1,17.341702,-7.5082774,159,1.0990641117095947
3,1,1,1,17.519567,-7.212414,160,0.8299444913864136
3,1,1,1,17.202251,-7.6321087,161,0.8835005164146423
3,1,1,1,17.311914,-7.6430554,162,0.7566229701042175
3,1,1,1,17.580873,-6.547034,163,0.9594016671180724
3,1,1,1,17.36436,-7.469833,164,1.0887471437454224
3,1,1,1,17.478317,-6.553693,165,0.9197576642036438
3,1,1,1,18.059988,-7.2587647,166,0.8175350427627563
3,1,1,1,17.59508,-7.238749,167,0.9304781556129456
3,1,1,1,18.124035,-6.9613605,168,0.9845380783081056
3,1,1,1,18.11419,-7.264107,169,1.0595815181732178
3,1,1,1,18.274736,-7.2789097,170,1.6005852222442627
3,1,1,1,17.758732,-6.637066,171,0.8273665308952332
3,1,1,1,18.205484,-7.0282016,172,1.020916223526001
3,1,1,1,18.12321,-7.0837617,173,0.9973171949386596
3,1,1,1,17.623518,-6.5114985,174,1.085210204124451
3,1,1,1,17.698593,-7.074343,175,0.8308880925178528
3,1,1,1,17.679045,-6.9858274,176,1.290595769882202
3,1,1,1,17.215733,-7.5973887,177,0.8786110281944275
3,1,1,1,17.572037,-7.7930593,178,1.0566484928131104
3,1,1,1,17.99908,-7.2949314,179,2.002232551574707
3,1,1,1,17.502043,-7.947118,180,1.0061241388320925
3,1,1,1,17.739344,-7.562494,181,1.139060378074646
3,1,1,1,17.709671,-7.548954,182,0.9633028507232666
3,1,1,1,18.137556,-7.5019445,183,0.9455857872962952
3,1,1,1,17.932652,-7.631427,184,1.0619804859161377
3,1,1,1,17.800848,-7.586716,185,1.9817802906036377
3,1,1,1,18.152246,-6.9574027,186,0.8776936531066895
3,1,1,1,17.734074,-7.9253597,187,2.0196986198425293
3,1,1,1,17.989292,-7.5268364,188,1.30872642993927
3,1,1,1,17.870937,-7.2258196,189,2.011035919189453
3,1,1,1,17.515453,-6.939046,190,0.9512527585029602
3,1,1,1,17.710968,-7.812374,191,1.2187706232070925
3,1,1,1,17.86801,-7.527253,192,1.0575308799743652
3,1,1,1,17.610424,-7.14143,193,0.8631311655044556
3,1,1,1,17.521955,-7.8368354,194,1.427151799201965
3,1,1,1,17.546408,-7.584343,195,1.3765660524368286
3,1,1,1,17.559818,-7.1337256,196,1.270796775817871
3,1,1,1,17.29033,-7.302124,197,1.3166358470916748
3,1,1,1,17.735767,-6.5704107,198,1.1721879243850708
3,1,1,1,18.024157,-7.5100217,199,0.8944252729415894
3,1,1,1,17.896479,-7.468806,200,1.4535188674926758
3,1,1,1,18.082386,-7.1354113,201,0.914881467819214
3,1,1,1,17.428997,-7.276404,202,0.8129132390022278
3,1,1,1,17.432013,-7.2925663,203,1.4930111169815063
3,1,1,1,17.69477,-7.72757,204,1.0059814453125
3,1,1,1,17.768383,-7.4393497,205,2.073047637939453
8,1,1,2,1.1901078,14.544735,206,1.9314864873886108
3,1,1,1,17.668367,-7.780944,207,1.0212526321411133
3,1,1,1,17.391653,-7.3447843,208,1.0729031562805176
3,1,1,1,17.762127,-6.5894594,209,0.8945046663284302
3,1,1,1,17.243624,-7.3943343,210,1.0331405401229858
3,1,1,1,17.922321,-7.2001095,211,1.9572428464889529
3,1,1,1,17.707294,-7.046521,212,1.414531946182251
3,1,1,1,17.673103,-7.003084,213,1.090202808380127
3,1,1,1,17.833204,-7.8395224,214,1.3382045030593872
3,1,1,1,18.272608,-7.136832,215,1.0406184196472168
3,1,1,1,17.463938,-7.8901114,216,1.2302159070968628
